40
6301.9892255       30174         29         69          0
6302.0107745       29268        -44         19        -36
6302.0323235       29116         28        -13        -30
6302.0538725       29742         33          9         39
6302.0754215       29938         17        -14         29
6302.0969705       29240         27         -7        -46
6302.1185195       29212        -35         -2         20
6302.1400685       29580        -39        -12         -3
6302.1616175       29710         55         34        -44
6302.1831665       29044        -34         25        -14
6302.2047155       29682         21         38        -97
6302.2262645       29258        -36        -66        -60
6302.2478135       29396         29        -44       -143
6302.2693625       29004         -1         86       -381
6302.2909115       28142          0         56       -581
6302.3124605       27566         65         33       -961
6302.3340095       26020         67       -102      -1291
6302.3555585       23590        118       -144      -1691
6302.3771075       20508         65       -100      -1495
6302.3986565       18230          0        -72       -996
6302.4202055       17306         32       -109       -290
6302.4417545       17572        182       -122        370
6302.4633035       19080        118        -56        957
6302.4848525       21576        133          4       1167
6302.5064015       23388         53          2       1141
6302.5279505       25368         45         29       1109
6302.5494995       26552         -7         53        870
6302.5710485       27418        -43         25        731
6302.5925975       28130         58        -10        462
6302.6141465       28360         42        -15        251
6302.6356955       29392        -51        -22        249
6302.6572445       29504        -64          1        178
6302.6787935       29276         31         18        128
6302.7003425       29650         12          2        183
6302.7218915       29692        -49        -19        -47
6302.7434405       29842         22        -67          4
6302.7649895       29210          3         30         26
6302.7865385       30070         56         57         31
6302.8080875       29510         17         18        -44
6302.8296365       29700        -61        -39        -34
