40
6301.9892255       29138         -6         16         86
6302.0107745       28884        -17          1         35
6302.0323235       29062        -21         19        -18
6302.0538725       29038         25         33         34
6302.0754215       29230         19         14        -46
6302.0969705       28888        -38         38         26
6302.1185195       28700          1         32        -40
6302.1400685       29114        -36        -30         -9
6302.1616175       29052        -13        -37        -40
6302.1831665       28814         54         38        -42
6302.2047155       28850        -95         77       -148
6302.2262645       28558        -43         30       -176
6302.2478135       28704        -33         68       -301
6302.2693625       27984         33         22       -598
6302.2909115       27606         55        132       -991
6302.3124605       26266       -106        142      -1968
6302.3340095       25304       -100        259      -2575
6302.3555585       23932       -189        353      -2995
6302.3771075       21790       -212        278      -2824
6302.3986565       20908        341         89      -1671
6302.4202055       20744       1183       -249       -594
6302.4417545       20260       1293       -402        276
6302.4633035       20782        721       -124       1014
6302.4848525       21624         44        187       2104
6302.5064015       22794       -222        344       2748
6302.5279505       24184       -113        281       2332
6302.5494995       25586        -43        229       1975
6302.5710485       26418        -33        169       1469
6302.5925975       27320         45         82        795
6302.6141465       27720         50         70        469
6302.6356955       28520         24         64        342
6302.6572445       28468        -23         31        204
6302.6787935       28944         41         27        188
6302.7003425       28476         47        -35         69
6302.7218915       29062         55         33        -10
6302.7434405       29130         69        -12         72
6302.7649895       28304         10         29         71
6302.7865385       29272        -68        -85         -4
6302.8080875       28702        -58        -16         -5
6302.8296365       29072         59         23         59
