51
6.302243e+03 9.887182e+05 1.845336e+03 -1.911950e+02 2.047453e+03
6.302253e+03 9.863440e+05 2.528206e+02 1.368096e+03 2.453614e+03
6.302263e+03 9.858135e+05 1.751378e+03 -1.889426e+03 3.432326e+03
6.302273e+03 9.864512e+05 1.051868e+03 3.234893e+02 4.206562e+03
6.302283e+03 9.845448e+05 1.954094e+02 -1.905474e+03 3.643669e+03
6.302293e+03 9.823564e+05 -4.249745e+02 -9.264040e+02 4.429911e+03
6.302303e+03 9.810718e+05 4.961484e+02 1.617627e+03 6.294348e+03
6.302313e+03 9.787082e+05 -3.834003e+02 1.552919e+03 6.885675e+03
6.302323e+03 9.764711e+05 2.424410e+03 1.282956e+02 6.151993e+03
6.302333e+03 9.740964e+05 1.830987e+03 1.124826e+03 7.822617e+03
6.302343e+03 9.692011e+05 2.373539e+03 1.628660e+03 1.130399e+04
6.302353e+03 9.651048e+05 1.273996e+03 6.276919e+02 1.299532e+04
6.302363e+03 9.589104e+05 1.976271e+03 1.473807e+03 1.683083e+04
6.302373e+03 9.531436e+05 2.102705e+03 3.734165e+03 2.044470e+04
6.302383e+03 9.432464e+05 2.608240e+03 6.496111e+03 2.928960e+04
6.302393e+03 9.223567e+05 2.508377e+03 7.992118e+03 4.044565e+04
6.302403e+03 8.983638e+05 6.446386e+03 1.229970e+04 6.083666e+04
6.302413e+03 8.585382e+05 7.546865e+03 2.015227e+04 9.164496e+04
6.302423e+03 8.049735e+05 1.093721e+04 3.326477e+04 1.342107e+05
6.302433e+03 7.481529e+05 1.357219e+04 4.713199e+04 1.762431e+05
6.302443e+03 6.932093e+05 1.575592e+04 5.538384e+04 2.100348e+05
6.302453e+03 6.409197e+05 1.600950e+04 5.941702e+04 2.246591e+05
6.302463e+03 5.913734e+05 9.983345e+03 5.857553e+04 2.206847e+05
6.302473e+03 5.412777e+05 5.725211e+03 5.150549e+04 2.006189e+05
6.302483e+03 4.917469e+05 -1.226065e+03 3.842538e+04 1.662650e+05
6.302493e+03 4.479769e+05 -9.522747e+03 2.378942e+04 1.277168e+05
6.302503e+03 4.144997e+05 -1.967008e+04 9.071671e+03 9.327271e+04
6.302513e+03 3.941517e+05 -2.488097e+04 -3.104832e+03 6.366739e+04
6.302523e+03 3.846537e+05 -3.120440e+04 -1.314394e+04 3.407585e+04
6.302533e+03 3.824395e+05 -3.506918e+04 -1.919650e+04 6.142755e+03
6.302543e+03 3.833256e+05 -3.483938e+04 -1.623310e+04 -2.288119e+04
6.302553e+03 3.896589e+05 -2.944880e+04 -7.366725e+03 -5.019620e+04
6.302563e+03 4.039152e+05 -2.195018e+04 3.864988e+03 -7.992112e+04
6.302573e+03 4.328233e+05 -1.396851e+04 1.815487e+04 -1.140677e+05
6.302583e+03 4.732909e+05 -5.225404e+03 3.333406e+04 -1.514924e+05
6.302593e+03 5.197197e+05 3.649005e+03 4.731878e+04 -1.872604e+05
6.302603e+03 5.711667e+05 9.940892e+03 5.657682e+04 -2.151263e+05
6.302613e+03 6.210404e+05 1.348791e+04 6.187057e+04 -2.272379e+05
6.302623e+03 6.708823e+05 1.640214e+04 5.924748e+04 -2.193177e+05
6.302633e+03 7.243664e+05 1.538160e+04 5.123621e+04 -1.908730e+05
6.302643e+03 7.829886e+05 1.303715e+04 4.076284e+04 -1.516200e+05
6.302653e+03 8.391185e+05 9.809841e+03 2.796237e+04 -1.093452e+05
6.302663e+03 8.855326e+05 6.649563e+03 1.830091e+04 -7.354043e+04
6.302673e+03 9.157490e+05 3.162155e+03 1.107867e+04 -4.698796e+04
6.302683e+03 9.352624e+05 2.960128e+03 5.246465e+03 -3.182260e+04
6.302693e+03 9.485470e+05 1.279424e+03 1.921277e+03 -2.198356e+04
6.302703e+03 9.572178e+05 3.988719e+02 4.140903e+03 -1.766503e+04
6.302713e+03 9.637930e+05 8.898129e+02 2.582393e+03 -1.395863e+04
6.302723e+03 9.692376e+05 1.228264e+03 -2.208972e+02 -1.160718e+04
6.302733e+03 9.727927e+05 1.097286e+03 1.878987e+03 -1.016196e+04
6.302743e+03 9.761593e+05 1.166244e+02 1.309260e+02 -7.682518e+03
